id,host_id,price,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
10609249,1515120,365.0,9.0,2019-02-01,0.23,1,325
15284819,60085031,365.0,9.0,2019-02-01,0.34,1,125
21471116,16301391,365.0,9.0,2019-02-01,0.44,1,130
28913683,40681070,365.0,9.0,2019-02-01,0.99,1,359
29388083,221392587,365.0,9.0,2019-02-01,1.21,1,244
30225291,226979522,365.0,9.0,2019-02-01,1.46,1,135
31125134,89509928,365.0,9.0,2019-02-01,1.43,1,120
34262617,257997585,365.0,9.0,2019-02-01,4.03,1,129
35220970,5752329,365.0,9.0,2019-02-01,7.11,1,90
6342741,29893120,129.0,9.0,2019-02-01,0.18,1,89
24041042,12307951,129.0,9.0,2019-02-01,0.63,1,240
25070554,24069,129.0,9.0,2019-02-01,0.64,1,140
9513511,49293611,170.5,9.0,2019-02-01,0.25,1,85
2157550,11010011,145.0,9.0,2019-02-01,0.18,1,130
2918764,6683775,145.0,9.0,2019-02-01,0.14,1,80
7106154,37229098,145.0,9.0,2019-01-07,0.19,1,200
9219569,47672228,145.0,9.0,2019-02-01,0.21,1,125
9407719,8712984,145.0,9.0,2019-04-06,0.23,1,99
9603611,47710992,145.0,9.0,2017-10-12,0.27,1,115
10576498,1424084,145.0,9.0,2019-02-01,0.92,1,50
12274662,5606004,145.0,9.0,2019-02-01,0.23,1,80
13468830,1661309,145.0,9.0,2019-02-01,1.14,1,75
14139170,1252743,145.0,9.0,2019-02-01,0.45,1,45
14868158,93148942,145.0,9.0,2017-05-08,0.26,2,50
17677710,93148942,145.0,19.0,2019-02-01,0.72,2,85
16931894,113128172,145.0,9.0,2017-04-10,0.35,1,65
18486698,81712146,145.0,9.0,2017-03-07,0.34,1,50
20521092,5190439,145.0,9.0,2017-01-10,0.4,1,55
20615932,73498715,145.0,9.0,2019-02-01,0.42,1,74
20984142,13500687,145.0,9.0,2019-02-01,0.42,1,60
21921707,100424005,145.0,9.0,2019-02-01,0.46,1,39
22117590,161300062,145.0,9.0,2019-02-01,0.49,1,70
23630829,23220666,145.0,9.0,2019-02-01,0.56,1,65
24942474,45376603,145.0,9.0,2019-02-01,0.64,1,41
26443376,6293227,145.0,9.0,2019-01-06,0.74,1,90
26987448,1110208,145.0,9.0,2019-02-01,0.77,1,100
27830753,62187386,145.0,9.0,2019-02-01,0.87,1,45
29126674,5759665,145.0,9.0,2019-02-01,1.03,1,120
34230337,258217172,145.0,9.0,2019-02-01,4.22,1,70
34975296,263509965,145.0,9.0,2019-07-07,6.43,1,50
329064,1680375,168.0,9.0,2017-02-01,0.11,1,500
3765095,5242693,168.0,9.0,2019-02-01,0.26,1,45
4037379,5642757,168.0,9.0,2016-05-04,0.16,1,100
8847200,46329096,168.0,9.0,2019-02-01,0.2,1,50
12358117,37978030,168.0,9.0,2019-02-07,0.37,1,436
16315325,13741210,168.0,9.0,2018-01-10,0.29,1,89
21281339,128372045,168.0,9.0,2019-02-01,0.43,1,40
25193004,6387541,168.0,9.0,2019-03-06,0.73,1,95
31583242,236745428,168.0,9.0,2019-02-01,1.79,1,95
31761090,238145460,168.0,9.0,2019-02-01,1.72,1,45
34043476,48201791,168.0,9.0,2019-05-07,3.97,2,140
27166808,48201791,168.0,27.0,2019-07-06,2.39,2,150
4235620,21979970,141.5,9.0,2019-02-01,0.16,1,100
22069581,137858241,141.5,9.0,2019-05-07,0.48,1,45
24970711,188783370,141.5,9.0,2018-10-08,0.65,1,80
34741981,20474743,141.5,9.0,2019-06-07,6.43,1,55
29905956,4283610,235.0,9.0,2019-04-06,1.53,1,114
13479302,35309931,154.5,9.0,2019-02-01,0.24,1,170
16363175,4366982,154.5,9.0,2019-02-01,0.29,1,149
29891697,20453005,154.5,9.0,2019-02-01,1.27,1,165
30397278,228250502,154.5,9.0,2019-01-07,1.44,1,69
1929540,6846161,188.0,9.0,2019-02-01,0.13,1,175
3539618,506909,188.0,9.0,2019-02-01,0.15,1,170
4282998,9471525,188.0,9.0,2019-05-01,0.16,1,200
15115532,8832035,188.0,9.0,2019-01-01,0.27,1,163
15964171,103678761,188.0,9.0,2017-01-05,0.28,1,160
20979453,5335417,188.0,9.0,2019-02-01,0.42,1,195
34152864,252211149,188.0,9.0,2019-02-01,4.66,1,304
22653378,4792728,171.0,9.0,2019-02-01,0.65,1,80
4081707,4792032,190.5,9.0,2019-02-01,0.18,1,300
10230403,52573647,171.0,9.0,2019-02-01,0.23,1,85
6784807,15724675,244.0,16.0,2019-02-01,0.42,2,50
14808561,15724675,244.0,9.0,2019-02-01,0.26,2,105
15286645,97300191,244.0,9.0,2017-03-06,0.27,1,110
31445795,86322604,244.0,9.0,2019-02-01,2.84,1,56
33512307,252535164,244.0,9.0,2019-02-01,2.93,1,99
28839265,10321540,310.5,9.0,2019-12-06,1.13,1,60
30793033,230378560,269.0,9.0,2019-02-01,1.36,1,66
32437052,49625765,269.0,9.0,2019-09-06,2.33,1,62
329310,1681546,87.0,9.0,2019-02-01,0.1,1,250
2659961,2319102,87.0,9.0,2017-04-11,0.18,1,200
2924528,14932802,87.0,9.0,2018-04-11,0.63,1,87
20799199,302544,87.0,9.0,2019-06-07,0.46,1,250
22084321,1472745,87.0,9.0,2018-09-02,0.47,1,100
23254924,49015786,87.0,9.0,2019-10-05,0.53,1,92
27936288,211034625,87.0,9.0,2019-02-01,0.87,1,135
4632852,23991556,193.0,9.0,2019-02-01,0.18,1,85
13771885,47577415,315.0,9.0,2019-02-01,0.26,1,45
2349737,11722972,129.5,9.0,2017-03-08,0.14,1,275
15665485,8164085,100.0,9.0,2019-02-01,0.4,1,56
17632458,44582082,100.0,9.0,2019-02-01,0.32,1,45
21264068,7784696,100.0,9.0,2019-02-01,0.45,1,75
29943824,23400523,100.0,9.0,2019-02-01,1.19,1,200
33039061,18869247,100.0,9.0,2019-02-07,3.1,1,80
34605801,261090883,100.0,9.0,2019-02-01,5.4,1,99
3324498,11827364,140.0,9.0,2019-02-01,0.16,1,74
14854002,3274903,140.0,9.0,2019-02-01,0.97,1,76
24312400,22716889,140.0,9.0,2018-01-11,0.59,1,46
33588933,253104269,318.5,9.0,2019-02-01,3.18,1,35
29237852,219930693,272.0,9.0,2019-02-01,1.03,2,90
29253322,219930693,272.0,11.0,2019-02-01,1.24,2,90
27756639,209306758,131.5,12.0,2019-02-01,1.2,2,53
27724217,209306758,131.5,9.0,2019-11-06,0.87,2,69
21474832,18996093,243.5,9.0,2019-02-01,0.49,5,40
20227428,18996093,162.0,12.0,2019-02-01,0.55,5,45
21026272,18996093,243.5,17.0,2019-06-06,0.82,5,45
299699,1557998,72.0,9.0,2018-02-04,0.1,1,130
2346106,6771815,72.0,9.0,2015-04-05,0.14,1,100
2931544,3136117,72.0,9.0,2019-02-01,0.16,1,185
8760003,45937698,72.0,9.0,2017-06-03,0.2,1,35
12984848,183504,72.0,9.0,2019-01-06,0.37,1,45
17826827,5626253,72.0,9.0,2019-02-01,0.32,1,116
20589695,4033648,72.0,9.0,2019-02-01,0.4,1,120
22105065,983477,72.0,9.0,2019-02-01,0.56,1,175
22343553,1177128,72.0,9.0,2018-01-07,0.49,1,125
24854139,26474200,72.0,9.0,2019-02-01,0.69,1,100
31069444,5576749,72.0,9.0,2019-02-01,1.42,1,75
32717193,245878254,72.0,9.0,2019-02-01,3.51,1,189
33334476,3165356,72.0,9.0,2019-06-07,5.87,1,336
31687149,32552738,32.0,9.0,2019-02-01,1.75,1,90
21612193,67396790,205.0,9.0,2019-02-01,0.46,1,54
22771871,168211014,205.0,9.0,2019-02-01,0.72,1,150
21783724,2101238,158.0,9.0,2019-02-01,0.45,1,170
23905542,1630247,158.0,9.0,2018-09-09,0.58,1,95
25124293,1546476,158.0,9.0,2019-10-05,0.67,1,120
29489824,10555698,158.0,9.0,2019-07-07,1.09,1,200
31707882,237817180,158.0,9.0,2019-02-01,1.86,1,285
32785423,3040104,158.0,9.0,2019-01-07,2.33,1,140
23662000,177157966,162.0,9.0,2018-04-11,0.57,1,45
31381171,47409152,162.0,9.0,2019-02-01,1.65,1,125
35085826,264149311,162.0,9.0,2019-03-07,7.94,1,99
31711813,44093954,162.0,9.0,2019-07-06,1.64,1,140
6717544,35174506,158.0,9.0,2019-02-01,1.41,1,50
24096651,161441682,158.0,9.0,2019-02-01,0.6,1,57
25370919,30224403,158.0,9.0,2019-11-04,0.68,1,175
29629527,223032162,158.0,9.0,2019-09-06,1.13,2,174
29630190,223032162,158.0,15.0,2019-02-01,1.8,2,65
26201913,1260391,158.0,9.0,2019-02-01,1.17,1,165
19949138,16596728,243.5,9.0,2019-02-01,0.38,1,149
5022,7192,177.0,9.0,2019-02-01,0.1,1,80
14851292,64161144,177.0,9.0,2019-02-01,0.26,1,100
19228956,19783595,177.0,9.0,2017-01-09,0.36,1,120
19902776,140931908,177.0,9.0,2019-02-01,0.38,1,200
27043685,202993649,177.0,9.0,2018-04-11,0.81,1,90
27468323,207003851,177.0,9.0,2019-02-01,0.88,1,111
27546086,22318190,177.0,9.0,2019-02-01,0.82,1,90
28778214,148152874,177.0,9.0,2019-03-06,1.02,1,59
31283531,231824284,177.0,9.0,2019-01-06,2.21,1,450
24017521,117675375,177.0,26.0,2019-02-01,1.7,2,74
31513692,117675375,177.0,9.0,2019-02-01,1.97,2,40
32441428,17578498,177.0,9.0,2019-02-01,2.5,1,77
33614872,140272,177.0,9.0,2019-02-01,3.55,1,174
7174067,25912623,158.0,9.0,2019-02-01,0.41,1,129
20958075,2492369,158.0,9.0,2019-01-07,1.46,1,131
25773391,3687035,158.0,9.0,2019-03-07,0.75,1,75
26351621,4292600,158.0,9.0,2019-02-01,0.75,1,120
31541068,115252929,158.0,9.0,2019-02-01,2.87,1,65
34369607,178924110,205.0,9.0,2019-02-01,4.09,2,36
34392044,178924110,205.0,11.0,2019-02-01,5.08,2,40
31621627,23969698,313.0,9.0,2019-12-06,1.61,2,40
31485453,23969698,313.0,13.0,2019-11-06,2.41,2,40
20607037,47267079,129.0,9.0,2019-02-01,0.41,1,186
23002312,42677381,129.0,9.0,2019-03-01,0.57,1,250
33641209,253528452,129.0,9.0,2019-02-01,3.46,1,800
12933540,69711528,205.0,9.0,2019-02-01,0.26,2,51
14935151,69711528,205.0,25.0,2019-02-01,0.73,2,49
21156632,150363476,205.0,9.0,2019-02-01,0.47,1,300
33412533,251704655,205.0,9.0,2019-02-07,3.42,3,109
33788019,251704655,205.0,9.0,2019-02-07,3.97,3,115
33787433,251704655,205.0,11.0,2019-02-01,4.46,3,115
9096938,14356,158.0,9.0,2019-02-01,0.21,1,70
11801942,62852022,158.0,9.0,2019-02-01,0.24,1,200
22817544,4035432,158.0,9.0,2018-03-08,0.59,1,100
30344925,18609785,158.0,9.0,2019-02-01,1.38,1,155
31535692,82400601,158.0,9.0,2019-02-03,1.74,1,100
8362098,2128335,183.0,9.0,2019-02-01,0.2,1,69
10478526,16300728,183.0,9.0,2019-01-07,0.25,1,40
31710037,47664369,183.0,9.0,2019-02-01,2.03,1,100
33265526,5325489,183.0,9.0,2019-08-07,5.19,1,135
34231172,59642348,183.0,9.0,2019-08-07,9.0,1,95
34683256,33758870,53.5,9.0,2019-08-07,5.51,1,80
35012326,263777041,53.5,9.0,2019-02-01,6.0,1,109
18824820,76353083,158.0,9.0,2018-07-03,0.36,1,115
11829419,62915940,158.0,9.0,2016-09-08,0.24,1,35
33763207,253753123,158.0,9.0,2019-04-07,3.7,1,39
2015586,7127362,158.0,9.0,2016-06-01,0.13,1,130
4350952,5982086,158.0,9.0,2019-02-01,0.16,1,77
4671552,10860081,158.0,9.0,2019-02-01,0.16,1,130
8000640,42233780,158.0,9.0,2019-02-01,0.2,1,150
9591913,34503055,158.0,9.0,2019-03-02,0.21,1,105
13941017,79840032,158.0,9.0,2019-09-03,0.25,1,185
14473545,37419591,158.0,9.0,2018-01-01,0.26,1,140
18286212,126444590,158.0,9.0,2019-02-01,0.36,1,200
28369515,2771943,158.0,9.0,2019-02-01,0.89,1,175
31541668,62954830,158.0,9.0,2019-02-01,2.84,1,90
1847096,3952560,332.0,9.0,2016-05-06,0.13,1,169
4365491,2814004,332.0,9.0,2019-02-01,0.16,2,105
4365328,2814004,332.0,14.0,2019-02-01,0.24,2,120
5779471,1674428,332.0,9.0,2019-02-01,0.24,1,160
5792453,30050649,332.0,9.0,2016-06-11,0.24,1,185
7160545,334348,332.0,9.0,2019-02-01,0.19,1,148
7244923,37934478,332.0,9.0,2016-02-10,0.23,1,139
7386558,38694062,332.0,9.0,2019-02-01,0.24,1,175
7547439,39549996,332.0,9.0,2019-02-01,0.19,1,78
7707274,19056507,332.0,9.0,2019-02-01,0.19,1,175
7858023,41411996,332.0,9.0,2019-02-01,0.25,1,400
7912513,1696219,332.0,9.0,2018-02-01,0.25,1,1200
8889664,7006490,332.0,9.0,2016-10-09,0.21,1,77
9093991,4655737,332.0,9.0,2019-02-01,0.2,1,175
10919160,25498781,332.0,9.0,2019-02-01,0.22,1,250
11030761,57242530,332.0,9.0,2019-02-01,0.23,1,189
16391487,16085180,332.0,9.0,2019-02-01,0.29,1,70
18459948,127998381,332.0,9.0,2019-02-01,0.35,1,170
18647731,46501846,332.0,9.0,2018-05-11,0.35,1,133
19176222,90279905,332.0,9.0,2017-10-12,0.37,1,120
19529637,3412684,332.0,9.0,2019-08-06,0.37,1,145
20014895,81140056,332.0,9.0,2019-02-01,0.38,1,198
21428791,16794494,332.0,9.0,2019-02-01,0.46,1,200
22339390,162436632,332.0,9.0,2019-06-05,0.71,1,65
24670932,16713679,332.0,9.0,2019-02-07,0.64,1,295
24748187,7656338,332.0,9.0,2019-02-01,0.66,1,80
26565864,390844,332.0,9.0,2019-02-01,0.8,1,199
27277107,930201,332.0,9.0,2019-06-07,0.97,1,81
29181504,35957140,332.0,9.0,2019-02-01,1.12,1,150
30340089,224703803,332.0,9.0,2019-02-01,1.49,1,399
33627195,192956786,332.0,9.0,2019-02-01,3.14,1,50
10267693,52793525,162.0,9.0,2019-10-05,0.22,1,100
15133721,95936966,249.0,9.0,2019-02-01,0.27,1,59
30818565,190298308,249.0,9.0,2019-02-01,1.32,1,94
9366904,31668272,211.0,9.0,2019-04-06,1.41,1,150
29277029,220568909,211.0,9.0,2019-02-01,1.04,1,230
212109,666271,117.0,9.0,2019-02-01,0.2,1,80
892463,1758019,117.0,9.0,2019-02-01,0.12,1,150
1583335,117236,117.0,9.0,2018-11-06,0.14,1,350
4447524,9685363,117.0,9.0,2019-02-01,0.16,1,200
7900575,41657584,117.0,9.0,2019-02-06,0.2,1,200
13768719,5950785,117.0,9.0,2018-12-05,0.25,1,230
16706521,110686573,117.0,9.0,2019-02-01,0.39,1,110
18008937,82933489,117.0,9.0,2018-07-10,0.33,1,230
23752247,178123507,117.0,9.0,2019-10-05,0.56,1,280
26779818,201369441,117.0,9.0,2018-05-12,0.76,1,325
27758379,52889401,117.0,9.0,2019-02-01,0.87,1,290
30105086,24524608,117.0,9.0,2019-02-01,1.37,1,170
31420503,4305407,117.0,9.0,2019-02-01,1.57,1,150
7801,21207,138.0,9.0,2019-02-01,0.07,1,299
28396,6197784,138.0,9.0,2019-02-01,0.08,1,90
66451,325389,138.0,9.0,2019-02-01,0.11,1,140
2093035,10099888,138.0,9.0,2016-04-07,0.14,1,91
3747392,15805343,138.0,9.0,2016-07-06,0.19,1,150
4847648,157051,138.0,9.0,2019-02-01,0.2,1,240
4871966,3896287,138.0,9.0,2019-02-01,0.16,1,225
6403755,33396510,138.0,9.0,2019-12-06,0.19,1,59
6458979,26408268,138.0,9.0,2019-12-05,0.25,1,395
6866040,844227,138.0,9.0,2019-02-01,0.66,1,74
7780335,7285322,138.0,9.0,2019-02-01,0.2,1,150
8309474,51414,138.0,9.0,2018-01-11,0.2,1,65
8414314,44322686,138.0,9.0,2019-02-01,0.19,1,65
8649144,8733761,138.0,9.0,2019-02-01,0.2,1,150
9092903,552067,138.0,9.0,2018-11-12,0.21,1,120
9675609,5480274,138.0,9.0,2017-06-11,0.41,1,80
9696139,2024620,138.0,9.0,2017-07-09,0.27,1,350
10765607,243427,138.0,9.0,2017-05-11,0.24,1,65
11317209,20527254,138.0,9.0,2016-05-12,0.25,1,65
12733430,10777637,138.0,9.0,2019-02-01,0.24,1,160
13294291,19529332,138.0,9.0,2019-02-01,0.25,1,68
13389756,6574489,138.0,9.0,2019-02-01,0.24,1,95
13445020,36123030,138.0,9.0,2017-12-08,0.25,1,190
13662078,182226,138.0,9.0,2019-06-06,0.25,1,135
13746257,80501262,138.0,9.0,2019-02-01,0.29,1,175
14278303,792365,138.0,9.0,2019-02-01,0.26,1,200
14353103,87967262,138.0,9.0,2018-08-12,0.25,1,200
15248135,48107620,138.0,9.0,2019-02-01,0.27,1,100
16158314,20195183,138.0,9.0,2019-02-01,0.29,1,200
16237242,3088873,138.0,9.0,2017-05-06,0.29,1,149
16374392,16949541,138.0,9.0,2019-06-01,0.42,2,120
31599484,16949541,138.0,12.0,2019-10-06,3.5,2,120
16823712,10810355,138.0,9.0,2019-02-01,0.37,1,66
17545775,15266675,138.0,9.0,2019-02-01,0.33,1,160
18432636,107778395,138.0,9.0,2018-04-12,0.34,1,55
18769652,1890427,138.0,9.0,2019-02-01,0.36,1,250
19161316,83590674,138.0,9.0,2018-01-10,0.37,1,219
19308199,31907981,138.0,9.0,2018-11-05,0.38,1,80
19572489,44739726,138.0,9.0,2019-02-01,0.38,1,200
19671061,45673606,138.0,9.0,2017-07-10,0.38,1,120
20445845,32761103,138.0,9.0,2019-02-01,0.41,1,255
20726517,21531418,138.0,9.0,2019-02-01,0.44,1,195
20753678,46120364,138.0,9.0,2019-02-01,0.4,1,76
21975315,2099205,138.0,9.0,2019-02-01,0.53,1,180
22143750,15338067,138.0,9.0,2019-02-01,0.48,1,58
22438742,21878092,138.0,9.0,2019-02-01,0.56,1,150
22700620,56120478,138.0,9.0,2019-02-01,0.51,1,75
23293946,3402155,138.0,9.0,2019-02-01,0.56,1,160
23765629,17583134,138.0,9.0,2019-02-01,0.59,1,220
23772252,18825679,138.0,9.0,2019-02-01,0.77,1,96
24535740,183779546,138.0,9.0,2019-02-01,0.66,1,1000
24912129,4407432,138.0,9.0,2019-10-06,0.66,1,225
25252879,4675864,138.0,9.0,2019-02-01,0.69,1,200
25518930,31410956,138.0,9.0,2019-02-01,0.68,1,80
27571163,24862289,138.0,9.0,2019-02-01,0.89,1,150
28337493,10810969,138.0,9.0,2019-02-01,0.91,1,95
28512918,67391192,138.0,9.0,2019-02-01,0.91,1,50
29883990,152457143,138.0,9.0,2019-02-01,1.15,1,65
29797712,120939023,138.0,15.0,2019-02-07,2.06,2,300
30036315,120939023,138.0,9.0,2019-02-01,1.16,2,99
30460675,67727548,138.0,9.0,2019-02-01,1.27,1,150
30468177,4765019,138.0,9.0,2019-02-01,1.44,1,150
32167255,6883576,138.0,9.0,2019-02-01,2.37,1,98
32304790,12741400,138.0,9.0,2019-02-01,2.03,1,99
32401236,238766198,138.0,9.0,2019-02-01,1.99,1,67
33188757,249881559,138.0,9.0,2019-02-01,3.86,1,135
33246476,13480762,138.0,9.0,2019-01-06,2.84,2,40
33334269,13480762,138.0,14.0,2019-02-06,4.57,2,40
33427580,194856554,138.0,9.0,2019-02-06,2.9,1,295
33825679,141885946,138.0,9.0,2019-05-07,3.8,1,265
34257868,258661548,138.0,9.0,2019-02-01,3.86,1,140
9928031,22553147,138.0,15.0,2019-04-07,5.62,3,65
34415643,22553147,138.0,9.0,2019-04-07,8.18,3,69
33834873,22553147,138.0,12.0,2019-07-07,6.67,3,70
34464380,260159741,138.0,9.0,2019-02-01,6.0,1,259
720274,3717536,110.0,9.0,2019-02-01,0.11,1,100
1583111,4894525,110.0,9.0,2019-02-01,0.19,1,279
2074985,248739,110.0,9.0,2019-02-01,0.13,1,50
2424199,10434821,110.0,9.0,2018-02-01,0.14,1,85
4774763,24404928,110.0,9.0,2019-02-01,0.16,1,130
6766169,35422693,110.0,9.0,2019-02-01,0.19,1,70
6969011,107016,110.0,9.0,2019-04-04,0.19,1,47
9713594,11575335,110.0,9.0,2017-09-09,0.21,1,95
13573828,9440328,110.0,9.0,2019-02-01,0.25,1,270
14010200,1683437,110.0,9.0,2019-02-01,0.25,1,89
18787950,2007724,110.0,9.0,2019-02-01,0.35,1,150
18942735,5153110,110.0,9.0,2018-09-10,0.41,1,185
19310278,54739,110.0,9.0,2018-11-11,0.47,1,100
20212531,10254539,110.0,9.0,2019-02-01,0.46,1,60
21562330,5754627,110.0,9.0,2018-01-11,0.46,1,94
22446079,3812968,110.0,9.0,2019-02-01,0.51,1,60
24378806,27923193,110.0,9.0,2018-03-11,0.61,1,47
27803575,50912,110.0,9.0,2019-02-01,0.99,1,190
28561906,14904449,110.0,9.0,2019-02-01,0.93,1,110
28654606,191849342,110.0,9.0,2019-02-01,1.32,1,500
29184981,25767215,110.0,9.0,2019-02-01,1.18,1,99
32108317,16543733,110.0,9.0,2019-02-01,2.35,1,160
32160052,124506693,110.0,9.0,2019-01-07,3.38,1,71
32308243,241523602,110.0,9.0,2019-02-01,4.5,1,100
33154427,82524498,110.0,9.0,2019-02-01,2.65,1,85
34278696,47572575,110.0,9.0,2019-06-07,4.09,1,100
28385354,214298769,365.0,9.0,2019-09-06,0.92,1,100
30066865,212147885,365.0,9.0,2019-02-01,1.27,2,150
29610113,212147885,365.0,14.0,2019-02-01,1.85,2,150
16687716,14730722,162.0,9.0,2018-02-09,0.34,1,90
28983494,218457745,290.0,9.0,2019-04-06,1.07,1,135
29269102,158406020,290.0,9.0,2019-02-01,1.05,2,47
21745569,158406020,290.0,15.0,2019-09-02,0.76,2,45
31238044,230465121,290.0,9.0,2019-07-04,1.65,1,130
4085647,21145652,341.0,9.0,2019-02-01,0.16,1,110
7381893,12866178,341.0,9.0,2017-04-11,0.19,1,55
26947531,105485520,162.0,9.0,2019-02-01,0.78,1,285
34870577,158178970,198.5,9.0,2019-05-07,5.51,3,13
21981845,158178970,198.5,21.0,2019-02-01,1.14,3,27
27083575,158178970,198.5,21.0,2019-04-07,1.77,3,22
21985279,151880786,162.0,9.0,2019-02-01,0.47,1,66
23077115,158625100,162.0,9.0,2019-02-01,0.55,2,83
21947012,158625100,162.0,25.0,2019-02-01,1.3,2,75
20055311,318899,198.5,9.0,2019-07-06,0.45,1,75
26806179,76123508,158.0,9.0,2019-07-07,0.78,1,100
2191612,6959160,222.0,9.0,2018-04-09,0.15,1,150
2272872,5175067,222.0,9.0,2019-02-01,0.19,1,395
4644688,16927633,222.0,9.0,2016-12-07,0.21,1,350
14277478,576575,222.0,9.0,2018-06-10,0.26,1,200
18857134,131374030,222.0,9.0,2019-02-01,0.35,1,100
19913191,43105586,222.0,9.0,2019-02-01,0.39,1,280
21346376,37818693,222.0,9.0,2019-01-06,0.51,1,249
22987769,13878635,222.0,12.0,2018-07-10,0.71,2,90
21461874,13878635,222.0,9.0,2019-02-01,0.44,2,150
21633327,70412965,222.0,9.0,2019-02-01,2.7,1,200
22306300,10730227,222.0,9.0,2019-01-01,0.49,1,162
24039926,180945232,222.0,9.0,2019-02-01,0.58,1,89
26194075,2258341,222.0,9.0,2019-02-01,0.8,1,155
29519083,60525649,222.0,9.0,2019-02-01,1.08,1,120
32616255,245206417,222.0,9.0,2019-02-01,2.45,1,132
32661875,75011143,222.0,9.0,2019-02-01,2.13,1,125
32786275,82940021,222.0,9.0,2019-01-07,3.55,1,145
34255351,258139060,222.0,9.0,2019-02-01,5.29,1,249
34308774,258800798,222.0,9.0,2019-01-07,4.58,1,200
34339330,250689404,222.0,9.0,2019-06-07,4.58,1,95
23164537,172186369,205.0,9.0,2019-02-01,0.53,1,20
19721535,12162815,162.0,9.0,2019-02-01,0.38,1,140
9839906,14018666,158.0,9.0,2016-01-10,0.22,1,45
12092786,34758340,158.0,9.0,2019-04-01,0.24,1,81
20118160,142997033,158.0,9.0,2019-05-07,2.87,1,53
10185960,42487547,272.0,9.0,2019-03-01,0.21,1,115
27875757,210578372,272.0,9.0,2019-02-01,0.87,1,150
29385308,221371129,272.0,9.0,2019-02-01,1.09,1,130
29511701,18897333,272.0,9.0,2019-02-01,1.11,1,115
20406627,108448613,95.0,9.0,2019-02-01,0.39,1,80
1484310,7727015,123.5,9.0,2019-02-01,0.16,1,120
3215486,7691955,123.5,9.0,2019-02-01,0.19,1,81
3565617,17953139,123.5,9.0,2018-07-12,0.27,1,175
4180643,21688467,123.5,9.0,2019-02-01,0.16,1,150
9282443,5603037,123.5,9.0,2019-02-01,0.21,1,250
10156290,342734,123.5,9.0,2016-01-05,0.21,1,160
11381288,49021868,123.5,9.0,2019-03-01,0.22,1,199
13026702,9455699,123.5,9.0,2019-02-01,0.24,1,195
14549287,11302433,123.5,9.0,2019-02-01,0.28,1,190
14555269,4825815,123.5,9.0,2019-02-01,0.26,1,95
19141391,75065047,123.5,9.0,2018-04-11,0.39,1,106
21081721,48861932,123.5,9.0,2018-06-07,0.42,1,80
22825784,27584983,123.5,9.0,2018-12-06,0.53,1,250
25031182,2830216,123.5,9.0,2019-02-01,0.71,1,65
25545275,192716996,123.5,9.0,2019-02-01,0.68,1,95
32314460,27923277,123.5,9.0,2019-02-01,1.96,1,75
34088961,214148143,129.0,9.0,2019-05-06,3.7,1,165
2092611,10662294,352.0,9.0,2017-05-09,0.13,1,150
3426233,17272284,352.0,9.0,2019-02-01,0.36,2,400
29367388,17272284,352.0,9.0,2019-02-01,2.87,2,109
3666709,18594426,352.0,9.0,2019-02-01,0.15,1,99
4941141,15297517,352.0,9.0,2019-02-01,0.19,1,155
4998294,25773982,352.0,28.0,2019-02-01,0.55,2,100
4998025,25773982,352.0,9.0,2019-02-01,0.24,2,150
5784146,19446943,352.0,9.0,2019-02-01,0.19,1,320
6163657,6090087,352.0,9.0,2017-02-01,0.18,1,120
8089270,42718751,352.0,9.0,2018-01-12,0.2,1,155
9296077,42064476,352.0,9.0,2019-02-01,0.2,1,200
10133350,52004369,352.0,9.0,2019-02-01,0.24,1,275
11062438,3419036,352.0,9.0,2019-02-01,0.22,1,90
12088134,64791940,352.0,9.0,2019-02-01,0.24,1,35
12383067,24532289,352.0,9.0,2019-02-01,0.23,1,89
12539359,60946174,352.0,9.0,2016-08-10,0.23,1,350
15203342,2222500,352.0,9.0,2019-11-05,0.29,2,80
3841113,2222500,352.0,18.0,2019-02-01,0.3,2,80
16027312,46627258,352.0,9.0,2019-02-01,0.28,1,155
16083752,104821930,352.0,9.0,2019-02-01,0.28,1,120
17906990,23377863,352.0,9.0,2019-05-07,0.47,1,147
18448556,115529602,352.0,9.0,2018-07-05,0.35,1,120
19964849,45752004,352.0,9.0,2019-02-07,0.42,1,795
20745174,96064985,352.0,9.0,2019-02-01,1.03,1,89
21434826,9554878,352.0,9.0,2019-02-01,0.49,1,589
25583366,14073337,352.0,9.0,2019-02-01,0.71,1,180
26692402,6788748,352.0,9.0,2019-02-01,0.82,1,125
29316421,216738370,352.0,9.0,2019-02-01,1.09,1,175
31237727,23069554,352.0,9.0,2019-05-07,1.6,1,115
33911544,255674126,352.0,9.0,2019-12-06,3.42,1,159
34271296,257892281,352.0,9.0,2019-06-07,5.0,1,299
34384745,104084124,352.0,9.0,2019-02-01,4.15,1,161
34388788,257999371,352.0,9.0,2019-01-07,4.66,1,199
34975845,263448448,352.0,9.0,2019-02-07,7.3,1,85
831911,4355788,339.0,9.0,2017-09-06,0.19,1,149
2909461,14864202,339.0,9.0,2019-02-01,0.14,1,200
4454538,22552201,339.0,9.0,2019-02-01,0.16,1,130
4464418,6526979,339.0,9.0,2019-02-01,0.16,1,165
5728014,29698290,339.0,9.0,2019-01-01,0.19,1,200
7194972,22502429,339.0,9.0,2019-02-01,0.19,1,190
